replacement_id,incident_id,part_id,service_date,replacement_cost,labor_cost,transportation_cost,warranty_status,resolution_date,service_center,part_arrival_date
257,406,8,2023-05-08,1850.02,1141.86,329.17,In Warranty,2023-05-11,Service Center 5,2023-05-08
258,405,15,2023-05-08,14533.55,1122.38,311.76,In Warranty,2023-05-13,Service Center 2,2023-05-12
259,401,15,2023-05-08,15038.65,646.44,262.53,In Warranty,2023-05-15,Service Center 1,2023-05-11
260,403,14,2023-05-09,758.32,2881.59,527.44,In Warranty,2023-05-16,Service Center 3,2023-05-13
261,410,11,2023-05-10,2374.09,2113.65,57.67,In Warranty,2023-05-11,Service Center 4,2023-05-10
262,411,1,2023-05-10,1209.74,3252.65,791.95,In Warranty,2023-05-12,Service Center 1,2023-05-10
263,404,24,2023-05-11,1184.01,1343.13,153.65,In Warranty,2023-05-16,Service Center 3,2023-05-12
264,407,4,2023-05-11,2883.32,4729.14,268.74,In Warranty,2023-05-17,Service Center 7,2023-05-13
265,408,24,2023-05-11,1103.1,1510.2,176.76,In Warranty,2023-05-19,Service Center 2,2023-05-15
266,416,16,2023-05-12,1896.28,1815.78,283.45,In Warranty,2023-05-20,Service Center 7,2023-05-16
267,418,19,2023-05-15,23827.7,1771.36,503.34,In Warranty,2023-05-16,Service Center 2,2023-05-15
268,419,9,2023-05-16,1479.17,776.56,1693.19,In Warranty,2023-06-03,Service Center 2,2023-05-31
269,427,24,2023-05-17,1115.48,1305.83,139.28,In Warranty,2023-05-19,Service Center 8,2023-05-18
270,421,19,2023-05-18,24175.15,1949.17,1091.38,In Warranty,2023-06-07,Service Center 6,2023-06-03
271,430,3,2023-05-20,20041.78,3557.0,2491.95,In Warranty,2023-05-30,Service Center 8,2023-05-26
272,426,14,2023-05-20,687.68,2874.55,616.57,In Warranty,2023-05-29,Service Center 7,2023-05-27
273,432,30,2023-05-21,829.09,871.42,481.43,In Warranty,2023-06-02,Service Center 2,2023-05-30
274,435,8,2023-05-22,1770.74,1097.13,1095.64,In Warranty,2023-06-04,Service Center 8,2023-05-30
275,439,10,2023-05-24,3410.05,902.39,165.81,In Warranty,2023-05-27,Service Center 2,2023-05-24
276,431,24,2023-05-24,1150.3,2016.83,151.34,In Warranty,2023-05-29,Service Center 5,2023-05-26
277,449,28,2023-05-27,380.35,1798.06,212.2,Out of Warranty,2023-05-30,Service Center 2,2023-05-28
278,446,11,2023-05-27,2221.25,1658.5,167.53,In Warranty,2023-06-01,Service Center 3,2023-05-28
279,448,7,2023-05-27,936.71,765.18,53.83,In Warranty,2023-05-31,Service Center 2,2023-05-27
280,440,22,2023-05-29,2519.57,1852.7,502.96,Out of Warranty,2023-06-01,Service Center 5,2023-05-29
281,434,16,2023-05-30,1904.65,1509.18,249.74,In Warranty,2023-06-02,Service Center 8,2023-06-01
282,450,18,2023-05-30,9371.17,1175.7,150.91,In Warranty,2023-06-03,Service Center 3,2023-05-30
283,460,28,2023-05-31,355.89,2494.94,184.99,In Warranty,2023-06-04,Service Center 3,2023-06-03
284,455,7,2023-05-31,921.0,871.21,191.0,In Warranty,2023-06-09,Service Center 1,2023-06-01
285,456,11,2023-05-31,2151.6,2666.43,149.18,In Warranty,2023-06-08,Service Center 8,2023-06-03
286,454,14,2023-05-31,716.01,2324.75,754.94,In Warranty,2023-06-11,Service Center 6,2023-06-10
287,451,18,2023-06-01,9348.05,1423.85,494.63,In Warranty,2023-06-21,Service Center 6,2023-06-16
288,462,12,2023-06-02,4280.23,2683.47,1195.04,In Warranty,2023-06-11,Service Center 6,2023-06-09
289,461,16,2023-06-02,1955.75,1205.57,74.47,In Warranty,2023-06-07,Service Center 6,2023-06-02
290,464,2,2023-06-03,682.33,4612.95,490.82,In Warranty,2023-06-04,Service Center 1,2023-06-03
291,458,24,2023-06-03,1182.55,2046.5,180.36,In Warranty,2023-06-07,Service Center 2,2023-06-05
292,438,2,2023-06-04,704.06,4303.32,1797.23,In Warranty,2023-06-13,Service Center 4,2023-06-10
293,474,14,2023-06-05,730.72,1849.44,606.55,Out of Warranty,2023-06-27,Service Center 1,2023-06-22
294,477,21,2023-06-06,4115.03,2359.52,1556.75,In Warranty,2023-06-14,Service Center 1,2023-06-10
295,471,11,2023-06-06,2107.23,1474.01,175.82,In Warranty,2023-06-14,Service Center 3,2023-06-08
296,467,12,2023-06-06,4592.69,2575.42,1229.48,In Warranty,2023-06-20,Service Center 2,2023-06-19
297,470,13,2023-06-07,428.61,1880.65,1905.28,In Warranty,2023-06-28,Service Center 2,2023-06-21
298,466,12,2023-06-07,4268.41,1951.67,1417.68,In Warranty,2023-06-16,Service Center 3,2023-06-10
299,466,11,2023-06-07,2284.54,749.15,157.05,In Warranty,2023-06-16,Service Center 3,2023-06-10
300,484,13,2023-06-08,478.72,1574.91,1626.71,In Warranty,2023-06-24,Service Center 8,2023-06-19
301,482,8,2023-06-10,1789.09,1441.42,1162.18,In Warranty,2023-06-18,Service Center 6,2023-06-13
302,483,27,2023-06-10,8223.91,2937.54,2265.99,In Warranty,2023-06-20,Service Center 2,2023-06-18
303,493,10,2023-06-11,3678.38,1203.05,710.76,In Warranty,2023-06-18,Service Center 6,2023-06-14
304,490,11,2023-06-12,2308.91,2711.0,168.84,In Warranty,2023-06-17,Service Center 6,2023-06-15
305,495,2,2023-06-12,700.17,4015.57,1716.22,In Warranty,2023-06-23,Service Center 3,2023-06-20
306,487,7,2023-06-13,940.08,824.77,162.46,In Warranty,,Service Center 3,2023-06-15
307,492,23,2023-06-13,2151.04,2386.33,370.92,Out of Warranty,2023-06-20,Service Center 1,2023-06-13
308,496,28,2023-06-13,351.16,2107.16,282.71,In Warranty,2023-06-17,Service Center 8,2023-06-14
309,485,10,2023-06-13,3790.76,1375.85,760.66,In Warranty,2023-06-23,Service Center 1,2023-06-21
310,497,20,2023-06-13,5612.29,1771.26,497.39,In Warranty,2023-06-19,Service Center 7,2023-06-13
311,504,14,2023-06-14,731.37,2614.54,589.05,Out of Warranty,2023-06-23,Service Center 1,2023-06-20
312,494,11,2023-06-14,2266.22,2074.6,148.88,In Warranty,2023-06-21,Service Center 4,2023-06-17
313,498,24,2023-06-15,1206.73,1702.07,179.68,In Warranty,2023-06-17,Service Center 5,2023-06-16
314,510,27,2023-06-16,8895.05,3200.62,2500.93,In Warranty,2023-06-23,Service Center 4,2023-06-21
315,506,15,2023-06-17,14219.31,1807.18,314.06,In Warranty,2023-06-27,Service Center 2,2023-06-24
316,508,18,2023-06-18,10060.02,1566.42,472.64,In Warranty,2023-07-01,Service Center 5,2023-06-28
317,516,24,2023-06-18,1181.92,1538.0,179.72,In Warranty,2023-06-22,Service Center 2,2023-06-20
318,523,14,2023-06-19,737.34,1541.81,533.47,In Warranty,2023-06-22,Service Center 8,2023-06-20
319,499,22,2023-06-19,2594.66,2341.55,1365.76,In Warranty,2023-07-11,Service Center 5,2023-07-06
320,509,12,2023-06-19,4240.55,2423.67,1052.47,In Warranty,2023-07-06,Service Center 1,2023-07-04
321,521,23,2023-06-20,2287.06,1901.06,413.12,In Warranty,2023-06-24,Service Center 1,2023-06-20
322,526,11,2023-06-20,2221.28,1741.28,187.59,In Warranty,2023-06-26,Service Center 1,2023-06-23
323,527,15,2023-06-20,14283.76,1859.45,77.19,Out of Warranty,2023-06-25,Service Center 2,2023-06-20
324,511,21,2023-06-20,3753.19,2175.86,1338.06,In Warranty,2023-07-16,Service Center 7,2023-07-11
325,520,11,2023-06-21,2203.94,2463.66,157.59,In Warranty,2023-07-03,Service Center 1,2023-06-23
326,525,21,2023-06-21,4060.56,1706.6,378.71,In Warranty,2023-06-23,Service Center 6,2023-06-21
327,507,5,2023-06-21,3412.34,2094.86,571.82,In Warranty,2023-06-25,Service Center 1,2023-06-23
328,519,28,2023-06-21,362.12,3092.04,218.1,In Warranty,2023-06-23,Service Center 2,2023-06-22
329,524,27,2023-06-22,8577.7,3010.21,2226.64,In Warranty,2023-06-30,Service Center 4,2023-06-28
330,515,9,2023-06-22,1622.16,1255.33,1500.82,In Warranty,2023-06-28,Service Center 8,2023-06-27
331,538,15,2023-06-23,14133.67,1664.26,288.67,In Warranty,2023-06-30,Service Center 2,2023-06-26
332,502,26,2023-06-23,1814.25,4353.46,2103.49,In Warranty,2023-07-03,Service Center 3,2023-06-29
333,535,14,2023-06-24,708.65,2051.39,751.9,In Warranty,2023-06-30,Service Center 6,2023-06-27
334,528,8,2023-06-24,1890.66,1156.75,1083.16,Out of Warranty,2023-07-03,Service Center 1,2023-06-29
335,532,25,2023-06-24,5355.93,4519.17,289.03,In Warranty,2023-06-25,Service Center 3,2023-06-24
336,522,30,2023-06-26,827.2,805.7,141.28,In Warranty,2023-07-05,Service Center 5,2023-06-26
337,530,11,2023-06-26,2151.21,1856.98,138.0,In Warranty,2023-07-01,Service Center 4,2023-06-29
338,551,27,2023-06-26,8560.43,2206.49,2184.79,In Warranty,2023-07-06,Service Center 2,2023-07-02
339,537,10,2023-06-26,3652.24,833.51,183.42,In Warranty,2023-06-29,Service Center 6,2023-06-26
340,544,30,2023-06-26,922.47,769.42,171.22,In Warranty,2023-07-04,Service Center 2,2023-06-26
341,557,16,2023-06-27,1833.9,1133.13,236.26,In Warranty,2023-07-08,Service Center 3,2023-07-03
342,549,13,2023-06-27,453.31,2361.89,1768.39,In Warranty,2023-07-11,Service Center 6,2023-07-06
343,549,14,2023-06-27,681.39,1126.37,724.13,In Warranty,2023-07-11,Service Center 6,2023-07-06
344,531,18,2023-06-28,10014.83,1117.47,469.88,In Warranty,2023-07-19,Service Center 5,2023-07-12
345,550,13,2023-06-28,486.3,1733.99,476.76,In Warranty,2023-07-01,Service Center 3,2023-06-28
346,553,5,2023-06-29,3122.25,2086.86,753.47,In Warranty,2023-07-09,Service Center 4,2023-07-04
347,558,14,2023-06-30,761.87,1903.75,588.49,In Warranty,2023-07-09,Service Center 2,2023-07-07
348,536,11,2023-06-30,2409.33,1524.02,138.26,In Warranty,2023-07-08,Service Center 6,2023-07-03
349,565,5,2023-07-02,3292.83,1871.44,523.39,In Warranty,2023-07-08,Service Center 6,2023-07-05
350,570,17,2023-07-02,6469.93,1117.9,88.1,Out of Warranty,2023-07-05,Service Center 6,2023-07-02
351,565,6,2023-07-02,2389.17,797.96,1151.31,In Warranty,2023-07-08,Service Center 6,2023-07-05
352,562,11,2023-07-03,2120.72,1897.58,193.6,In Warranty,2023-07-09,Service Center 8,2023-07-06
353,576,25,2023-07-03,5254.96,4646.57,735.55,In Warranty,2023-07-14,Service Center 2,2023-07-10
354,569,22,2023-07-04,2566.35,1266.05,1522.98,In Warranty,2023-07-15,Service Center 2,2023-07-12
355,571,13,2023-07-04,451.62,2467.7,1482.98,In Warranty,2023-07-21,Service Center 8,2023-07-19
356,560,14,2023-07-04,724.85,1990.7,502.4,In Warranty,2023-07-23,Service Center 8,2023-07-15
357,569,23,2023-07-04,2292.49,512.75,1145.01,In Warranty,2023-07-15,Service Center 2,2023-07-12
358,571,14,2023-07-04,721.67,993.01,672.83,In Warranty,2023-07-21,Service Center 8,2023-07-19
359,582,19,2023-07-05,23221.53,1803.91,1059.38,In Warranty,2023-07-17,Service Center 7,2023-07-15
360,582,20,2023-07-05,5138.38,573.84,1461.61,In Warranty,2023-07-17,Service Center 7,2023-07-15
361,578,12,2023-07-06,4209.78,2485.79,1138.39,In Warranty,2023-07-28,Service Center 3,2023-07-24
362,566,20,2023-07-07,5648.54,1842.07,1170.49,In Warranty,2023-07-22,Service Center 1,2023-07-13
363,564,7,2023-07-07,947.75,884.52,167.6,In Warranty,2023-07-21,Service Center 5,2023-07-10
364,585,11,2023-07-07,2386.87,1922.86,140.91,In Warranty,2023-07-14,Service Center 1,2023-07-11
365,588,27,2023-07-08,9085.96,1762.12,518.8,In Warranty,2023-07-12,Service Center 1,2023-07-08
366,586,16,2023-07-08,2030.44,1490.42,69.55,In Warranty,2023-07-10,Service Center 2,2023-07-08
367,595,14,2023-07-08,694.33,2335.42,546.26,In Warranty,2023-07-19,Service Center 1,2023-07-18
368,575,28,2023-07-09,384.02,2390.46,285.5,In Warranty,2023-07-17,Service Center 1,2023-07-15
369,577,30,2023-07-09,854.9,946.82,606.76,In Warranty,2023-07-17,Service Center 3,2023-07-13
370,596,9,2023-07-09,1636.67,1058.48,1149.15,In Warranty,2023-07-15,Service Center 8,2023-07-13
371,590,26,2023-07-09,1791.41,4265.47,2146.96,In Warranty,2023-08-06,Service Center 1,2023-08-03
372,583,16,2023-07-10,1851.56,1149.79,216.61,In Warranty,2023-07-14,Service Center 8,2023-07-11
373,603,11,2023-07-10,2353.29,2666.53,36.36,In Warranty,2023-07-20,Service Center 4,2023-07-10
374,605,27,2023-07-10,8709.1,2663.29,2115.72,In Warranty,2023-07-24,Service Center 3,2023-07-20
375,591,18,2023-07-11,9067.2,1094.43,523.43,In Warranty,2023-07-23,Service Center 5,2023-07-15
376,574,7,2023-07-11,962.27,851.98,154.59,In Warranty,2023-07-12,Service Center 8,2023-07-11
377,572,14,2023-07-11,732.04,2093.81,547.8,In Warranty,,Service Center 5,2023-07-16
378,574,8,2023-07-11,1754.48,549.53,1407.74,In Warranty,2023-07-12,Service Center 8,2023-07-11
379,609,7,2023-07-12,868.93,1105.22,166.14,In Warranty,2023-07-17,Service Center 2,2023-07-13
380,607,14,2023-07-12,764.05,1709.48,694.14,In Warranty,2023-07-16,Service Center 4,2023-07-14
381,594,6,2023-07-12,2500.86,2444.19,1108.19,In Warranty,2023-08-01,Service Center 5,2023-07-31
382,609,9,2023-07-12,1573.21,346.67,1702.6,In Warranty,2023-07-17,Service Center 2,2023-07-13
383,616,27,2023-07-13,8824.19,1736.65,1820.39,In Warranty,2023-07-21,Service Center 6,2023-07-15
384,618,22,2023-07-14,2598.85,1778.3,1630.63,In Warranty,2023-08-03,Service Center 2,2023-07-31
385,614,22,2023-07-14,2488.31,2261.98,1527.32,In Warranty,2023-08-06,Service Center 6,2023-07-29
386,604,10,2023-07-14,3584.1,1340.98,597.94,In Warranty,2023-07-26,Service Center 6,2023-07-23
387,608,12,2023-07-14,4282.7,2846.14,1005.84,In Warranty,2023-07-27,Service Center 2,2023-07-22
388,604,7,2023-07-14,936.0,518.28,185.02,In Warranty,2023-07-26,Service Center 6,2023-07-23
389,613,10,2023-07-15,3545.3,1228.79,516.56,In Warranty,2023-07-26,Service Center 8,2023-07-22
390,600,7,2023-07-15,963.0,854.94,48.42,In Warranty,2023-07-16,Service Center 3,2023-07-15
391,613,8,2023-07-15,1713.8,442.0,1065.3,In Warranty,2023-07-26,Service Center 8,2023-07-22
392,615,14,2023-07-16,728.62,1741.86,211.35,In Warranty,2023-07-20,Service Center 5,2023-07-16
393,619,26,2023-07-17,1811.63,6357.69,1625.08,In Warranty,2023-07-24,Service Center 5,2023-07-22
394,632,24,2023-07-17,1091.34,2275.55,40.59,In Warranty,2023-07-20,Service Center 3,2023-07-17
395,621,11,2023-07-17,2251.23,2848.13,144.97,In Warranty,2023-07-18,Service Center 1,2023-07-17
396,623,13,2023-07-18,456.77,1506.98,1427.91,In Warranty,2023-07-31,Service Center 7,2023-07-22
397,627,24,2023-07-19,1202.23,2363.49,150.0,In Warranty,2023-07-23,Service Center 1,2023-07-20
398,624,14,2023-07-19,669.09,1977.1,626.78,In Warranty,2023-07-22,Service Center 6,2023-07-21
399,627,22,2023-07-19,2673.01,611.95,1245.05,In Warranty,2023-07-23,Service Center 1,2023-07-20
400,624,11,2023-07-19,2277.48,655.0,133.41,In Warranty,2023-07-22,Service Center 6,2023-07-21
401,631,9,2023-07-20,1482.31,1258.65,366.93,In Warranty,,Service Center 7,2023-07-20
402,634,11,2023-07-22,2188.29,2576.52,139.32,In Warranty,2023-07-26,Service Center 3,2023-07-23
403,640,27,2023-07-22,9106.89,2069.31,2214.37,In Warranty,2023-08-08,Service Center 1,2023-08-05
404,648,15,2023-07-23,14906.38,1051.98,302.48,In Warranty,2023-08-05,Service Center 7,2023-07-28
405,636,23,2023-07-24,2001.44,1388.12,1351.92,In Warranty,2023-08-21,Service Center 5,2023-08-20
406,641,13,2023-07-25,491.26,1915.28,549.91,In Warranty,2023-07-28,Service Center 5,2023-07-25
407,650,22,2023-07-25,2825.81,2141.46,1408.79,In Warranty,2023-08-04,Service Center 6,2023-08-01
408,656,2,2023-07-26,691.08,3965.39,1720.43,Out of Warranty,2023-08-04,Service Center 3,2023-08-01
409,642,27,2023-07-26,8991.34,2950.6,1997.94,In Warranty,2023-08-16,Service Center 1,2023-08-13
410,658,7,2023-07-26,984.21,749.29,165.5,In Warranty,2023-08-05,Service Center 3,2023-07-28
411,658,8,2023-07-26,1897.63,516.82,1416.64,In Warranty,2023-08-05,Service Center 3,2023-07-28
412,655,12,2023-07-27,4320.29,2564.97,1028.5,In Warranty,2023-08-02,Service Center 1,2023-07-31
413,659,24,2023-07-28,1164.88,1378.98,57.47,In Warranty,2023-07-30,Service Center 8,2023-07-28
414,668,20,2023-07-30,5243.19,2247.76,1168.97,In Warranty,2023-08-16,Service Center 7,2023-08-14
415,671,3,2023-07-31,18564.88,4982.42,2124.53,In Warranty,2023-08-24,Service Center 1,2023-08-20
416,677,14,2023-08-01,709.69,2412.93,532.32,In Warranty,2023-08-16,Service Center 4,2023-08-11
417,673,12,2023-08-01,4214.37,2337.93,1279.82,In Warranty,2023-08-12,Service Center 6,2023-08-08
418,678,11,2023-08-03,2124.64,1545.69,187.45,In Warranty,2023-08-08,Service Center 6,2023-08-05
419,667,29,2023-08-03,5265.78,1473.01,1275.73,In Warranty,2023-08-24,Service Center 6,2023-08-21
420,687,13,2023-08-03,490.48,1935.31,1328.42,In Warranty,2023-08-19,Service Center 3,2023-08-17
421,692,22,2023-08-04,2815.36,1569.9,449.52,In Warranty,2023-08-07,Service Center 8,2023-08-04
422,679,23,2023-08-04,2215.56,1293.12,1075.85,In Warranty,2023-08-18,Service Center 6,2023-08-16
423,666,19,2023-08-04,23989.76,1632.95,1480.86,In Warranty,2023-08-23,Service Center 8,2023-08-21
424,689,16,2023-08-05,1922.16,1415.42,263.25,In Warranty,2023-08-11,Service Center 2,2023-08-08
425,688,21,2023-08-05,3758.1,1638.82,1186.96,In Warranty,2023-08-16,Service Center 2,2023-08-14
426,699,11,2023-08-05,2379.15,1852.58,150.65,In Warranty,2023-08-09,Service Center 2,2023-08-07
427,694,8,2023-08-06,1886.93,939.18,1043.68,Out of Warranty,2023-08-17,Service Center 5,2023-08-10
428,696,27,2023-08-06,8204.69,2702.18,483.66,In Warranty,2023-08-08,Service Center 1,2023-08-06
429,680,21,2023-08-06,4172.97,2419.54,1122.36,In Warranty,2023-08-23,Service Center 3,2023-08-20
430,710,29,2023-08-07,5075.06,1667.54,1246.27,Out of Warranty,2023-08-11,Service Center 1,2023-08-09
431,701,11,2023-08-08,2230.29,2466.16,176.41,In Warranty,2023-08-12,Service Center 1,2023-08-10
432,697,27,2023-08-08,8767.5,1959.29,736.58,In Warranty,2023-08-10,Service Center 2,2023-08-08
433,674,21,2023-08-09,4220.24,1714.85,419.64,In Warranty,2023-08-12,Service Center 8,2023-08-09
434,700,3,2023-08-09,19021.32,3986.91,594.38,In Warranty,2023-08-10,Service Center 3,2023-08-09
435,716,11,2023-08-10,2097.34,2084.0,48.3,In Warranty,,Service Center 2,2023-08-10
436,715,29,2023-08-10,5068.69,1484.16,381.76,In Warranty,2023-08-11,Service Center 4,2023-08-10
437,716,13,2023-08-10,470.42,823.95,363.14,In Warranty,,Service Center 2,2023-08-10
438,717,8,2023-08-11,1728.72,1152.18,1182.85,In Warranty,2023-09-05,Service Center 5,2023-08-30
439,719,7,2023-08-11,937.92,1344.67,40.18,In Warranty,2023-08-13,Service Center 4,2023-08-11
440,713,27,2023-08-11,9268.9,3013.36,2456.09,In Warranty,2023-08-17,Service Center 6,2023-08-15
441,704,15,2023-08-11,13907.98,1484.73,79.31,In Warranty,2023-08-15,Service Center 3,2023-08-11
442,717,9,2023-08-11,1504.0,433.17,1534.98,In Warranty,2023-09-05,Service Center 5,2023-08-30
443,720,5,2023-08-12,3513.94,2152.22,741.55,In Warranty,2023-08-22,Service Center 5,2023-08-16
444,721,7,2023-08-12,886.81,887.28,153.88,In Warranty,2023-08-20,Service Center 5,2023-08-15
445,706,25,2023-08-12,5410.09,4125.57,317.07,In Warranty,2023-08-14,Service Center 1,2023-08-12
446,720,6,2023-08-12,2291.46,582.14,1505.84,In Warranty,2023-08-22,Service Center 5,2023-08-16
447,712,28,2023-08-13,374.57,2530.41,286.76,In Warranty,2023-08-18,Service Center 5,2023-08-15
448,714,24,2023-08-13,1079.52,1808.47,46.25,In Warranty,2023-08-16,Service Center 3,2023-08-13
449,723,25,2023-08-14,5322.6,7677.13,1120.21,In Warranty,2023-08-21,Service Center 5,2023-08-17
450,707,6,2023-08-14,2617.74,2123.93,1675.76,In Warranty,2023-09-03,Service Center 5,2023-08-28
451,728,27,2023-08-14,9010.81,1842.57,2143.48,In Warranty,2023-08-27,Service Center 5,2023-08-20
452,729,28,2023-08-14,373.38,2715.04,255.35,In Warranty,2023-08-16,Service Center 1,2023-08-15
453,738,29,2023-08-14,5202.75,2256.34,1234.94,In Warranty,2023-08-17,Service Center 1,2023-08-16
454,718,4,2023-08-14,2865.04,4929.63,86.74,In Warranty,2023-08-20,Service Center 7,2023-08-14
455,722,7,2023-08-14,907.8,863.83,131.53,In Warranty,2023-08-18,Service Center 4,2023-08-15
456,725,22,2023-08-15,2657.24,1866.1,483.31,In Warranty,2023-08-16,Service Center 6,2023-08-15
457,739,19,2023-08-16,23525.3,1998.4,1519.21,In Warranty,2023-08-21,Service Center 4,2023-08-19
458,726,3,2023-08-16,19246.92,3281.29,1648.8,In Warranty,2023-08-29,Service Center 5,2023-08-27
459,727,7,2023-08-16,976.47,1352.46,163.14,In Warranty,2023-08-21,Service Center 6,2023-08-17
460,727,10,2023-08-16,3601.2,407.29,631.11,In Warranty,2023-08-21,Service Center 6,2023-08-17
461,737,28,2023-08-17,342.37,2145.61,60.63,In Warranty,2023-08-19,Service Center 5,2023-08-17
462,703,11,2023-08-17,2130.73,2173.88,148.35,In Warranty,2023-08-29,Service Center 5,2023-08-19
463,733,27,2023-08-18,9010.78,2259.04,554.22,In Warranty,2023-08-22,Service Center 1,2023-08-18
464,743,12,2023-08-19,4042.27,2237.48,1095.67,In Warranty,2023-08-26,Service Center 8,2023-08-23
465,745,13,2023-08-19,488.59,1625.3,376.83,In Warranty,2023-08-25,Service Center 2,2023-08-19
466,750,13,2023-08-19,451.52,2210.5,429.7,In Warranty,2023-08-22,Service Center 7,2023-08-19
467,731,27,2023-08-21,8934.97,1805.96,1897.6,Out of Warranty,2023-09-01,Service Center 4,2023-08-26
468,751,5,2023-08-21,3319.34,1822.01,525.34,In Warranty,2023-08-29,Service Center 1,2023-08-24
469,748,6,2023-08-21,2636.05,1679.18,411.11,In Warranty,2023-08-22,Service Center 1,2023-08-21
470,756,5,2023-08-22,3092.18,2233.44,687.44,In Warranty,2023-08-29,Service Center 1,2023-08-24
471,754,24,2023-08-22,1056.2,1868.23,37.52,In Warranty,2023-08-26,Service Center 1,2023-08-22
472,735,12,2023-08-22,4417.48,2414.51,1206.55,In Warranty,2023-09-06,Service Center 4,2023-09-04
